129, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 131, 131, 131, 131, 132,
            145, 146, 147, 147, 147, 147, 147, 147, 146, 147, 146, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 146, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 146, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 146, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 146, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 146, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 146, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 146, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 146, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 146, 146, 146, 146, 148,
            145, 162, 163, 163, 163, 163, 163, 163, 162, 163, 162, 163, 163, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 162, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 162, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 162, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 162, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 162, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 146, 146, 146, 146, 148,
            145, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 146, 147, 146, 147, 146, 146, 148,
            145, 146, 147, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 162, 163, 162, 163, 146, 146, 148,
            145, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 146, 147, 146, 147, 146, 146, 148,
            145, 146, 147, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 162, 163, 162, 163, 146, 146, 148,
            145, 146, 147, 146, 147, 146, 147, 146, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 147, 146, 146, 147, 146, 147, 146, 146, 148,
            145, 146, 147, 162, 163, 162, 163, 162, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 163, 162, 162, 163, 162, 163, 146, 147, 148,
            145, 162, 163, 146, 147, 146, 147, 146, 147, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 146, 146, 147, 146, 147, 146, 147, 148,
